210.39,210.62,205,208.2,34529
208.11,215.48,206.05,208.41,40787
209.9,212.3,203.65,206.65,30906
206.69,211.2,206.21,207.3,23993
208.99,213.15,207.88,208.32,24722
208.99,209.82,204.02,205.3,23045
208.53,215.31,198.01,210.5,46542
210.7,221,207.3,218.61,57406
220.97,220.97,212.91,219.82,75740
220.89,222.6,215.7,215.7,44412
217.49,218.74,215.18,217.95,25195
219.49,221.36,216.15,218.9,24963
219.99,225.49,219.05,225.49,35536
226,226,220.75,222.65,31340
223.89,224.75,221.5,223.1,21032
222.4,222.4,216.89,219,25459
219.48,220.99,217.11,220.53,16388
220.5,221.94,218.01,218.51,18886
219.07,220.9,215.45,220.58,18946
221.22,234.44,220.99,232.69,53524
233,240.85,231.85,235.85,50706
234.7,235.33,226.05,226.35,38841
223.1,229,217.18,220.11,52398
218.3,225.77,216.98,217.7,35718
218.73,222.2,212.53,214.2,29988
216.5,221.9,215.13,217.98,24642
217.65,219.87,213.5,218,20948
218.03,219.99,214.5,214.95,25627
217.5,223.75,217.5,220.44,29993
221.5,222.57,189.12,192.8,27573
210,210,193.21,197.8,192041
197.94,197.94,192.13,195,81615
194.4,195.12,187.14,191,55335
193.6,198.81,187.87,198.3,60165
199.05,204.05,198.95,201.79,46424
203.2,211.78,203,210.25,46872
211.24,213.56,205.02,206,37612
204.59,218.24,203.95,216.2,42403
210.55,214.55,205.5,211.4,42735
209.38,215.23,208.99,213.65,37334
214.3,218.12,212.5,216,27767
215.5,219.81,214.5,216,30397
218.45,226.78,218.45,222.3,44245
221.88,227.5,221.5,224.5,37800
225,226,220.29,223,29760
223.5,226,221.05,221.53,21789
222.5,222.75,219.1,219.1,18703
220,227.09,218.3,225.65,29049
225.51,229.1,224.75,226.2,24276
227.02,229.8,225,229.2,21091
230.13,230.5,219.1,220,36798
220.71,224.5,218.88,221.9,21959
222.5,231.39,221.37,230,38540
231,231,225.3,229.25,26401
229.65,233.36,226.92,228.3,23723
228.91,230.78,226.6,230.78,19619
230.26,235.28,230,234.22,25509
235.36,236.63,229.14,231.17,34538
230.18,230.18,221.4,227,32059
226.75,233,216.5,224.1,33231
228,230.86,222.05,230.05,35022
229.78,232,227.25,227.48,25783
227.48,229.6,226,226.5,18410
225.3,231.54,225,228.5,17540
229.43,229.87,224.62,226,18989
226.09,227.57,223.41,225,16051
224.99,226.65,224.04,225.59,13533
226,229.5,224.8,225.01,16849
224.72,227.19,223.33,223.6,17586
220.58,224.83,220.58,223.38,14526
223.24,225.66,222.29,223,13913
223,225.2,222.53,225,13102
225.1,225.79,222.68,223.05,17346
223.6,228.49,222.8,226.63,42187
226.6,227.15,222.22,222.22,20592
222.03,223.99,220.75,220.99,14617
221.35,222.95,218.82,219.51,18897
219,220.4,215,215.12,27870
215.5,216.11,210.52,210.96,26550
210.99,212.6,208.65,211.5,26945
212.47,213.09,200.25,201.25,68205
202.85,203.2,196.2,198.3,49917
200,203.5,198.77,203.24,36028
203.44,206.5,200.71,201.95,29796
202.43,202.49,196.36,197.65,27858
197.16,200.23,193.7,194.25,32217
193,201.37,192.18,198.85,30559
198.17,198.75,193.45,194.71,29855
195.35,197.93,194.85,196,19111
196.87,202.52,195.5,200.26,24036
200.31,205.75,198.87,205.41,25894
205.51,209.43,205,206.49,19093
206.34,207.75,203.91,204.35,16621
205,207,201.56,205.68,21200
205.64,207.28,203,205.1,19634
205.74,210.18,205,208,22358
206.75,211,205.57,208.95,18829
209.3,210.2,204.6,205.88,26575
206.33,208.25,204.5,206.4,18220
206.03,207.33,200.25,200.65,23580
200.7,204.98,199.55,204,22627
206.9,215.67,204.03,213.5,53492
213.48,214.5,208.82,212,30517
211.39,213.15,208.12,209.1,15864
208.66,208.66,200.21,200.66,41241
200.96,201.95,195.8,196.7,29568
201.1,204.14,196.61,201.2,29155
201.2,202.2,198.31,200.25,20226
200.05,203.88,199.8,201.39,16059
200.01,200.9,197.05,200.48,18810
201.02,201.5,196.3,196.99,38058
196.71,198.46,192,194.75,39947
195.77,199.47,193.26,199.3,51697
199.3,206.66,197.67,204.5,62854
202,203.24,197.05,198.55,43532
198.73,201.57,197.24,200.26,25085
200.5,203.95,200.25,202.01,23638
202.83,204.69,201.07,201.3,19310
202.06,216.48,200,211,50077
210.55,213.7,201.65,203.3,117122
204.01,205.32,199.83,200.49,38307
200,203.34,195.81,197.5,37814
197.88,199,187.51,188.84,59998
189.73,192.7,186.22,187.24,36343
187.96,191.47,187.04,187.5,21933
187.12,193.46,185.96,191.2,43854
193.95,194.94,190.05,193.35,33398
193.34,197.49,191.26,195.5,28161
183.48,192,182,190.17,69161
192,193.1,180.42,185.5,56572
184.59,188.88,183,188.55,34407
189.72,189.72,178.19,181.85,57072
183.25,186.43,181.88,184.18,33788
183.65,184.73,181.21,183.25,27547
184.16,193.5,182.11,189.7,38400
189.51,193,184.91,184.91,44761
185.2,188.89,184.41,184.68,38082
185.78,191.47,183.71,191.45,49062
191.1,195.65,189,193,41917
193.5,197.24,193.5,196.65,20413
195.35,199.35,194.55,196.27,39142
196.02,197,189.5,189.52,38347
190.91,192,187.5,189.35,30566
188.89,189.46,181,182.3,43485
182.11,184.88,180,181.5,34403
182.51,188.89,182.5,187,33965
187.49,187.6,182.68,185.75,29444
186.45,193.4,185,192.25,47626
192.64,193,189.54,192,27306
191.71,193.84,190.25,191.75,22593
191.8,194.42,190.29,192.43,20819
193.05,201.28,193,198.2,59420
198.45,203,196.76,199.5,36436
198.74,200.74,197.39,197.48,27576
198.04,202.59,197.6,202.4,32686
202.65,204.45,199.84,202.45,30252
203.39,209,202.5,208.79,41520
208.34,212.23,207.41,207.78,46350
207.14,209.99,206.5,208.65,27073
208,214,207.71,213.8,38325
213.05,222.25,212.8,219.8,51069
220,223.8,217.2,219.24,32476
219.75,220,214.12,214.66,35909
215.07,217.5,211.68,213.54,40864
213.76,220.33,207,212.84,51167
213,228,211.12,226.6,98827
223.88,227.48,221.95,226.95,32196
226.75,230.31,225.45,228.96,48320
229,231.92,228,231.28,34102
231.01,232,226.89,229.5,31782
229,230.01,226.68,229.65,30565
229.03,230.7,225.58,229.4,31845
230,237.85,229.1,237.75,53608
236.41,239.96,234.37,235.58,39830
235.54,239.71,235.54,238.72,32473
246.11,248.68,240.75,242.65,67476
244.75,246,243.01,244.8,33282
244.65,250.89,244.1,248.97,52371
248.33,254.99,248.33,254.99,41520
256,258.46,251.8,254.4,43960
254.83,255.74,250.75,251.13,26312
251.97,254.78,248.52,253.9,26517
252.95,255.29,247.1,250.32,32145
250.05,255.89,247.7,252.2,35121
253.15,253.99,249.05,249.25,34234
248,252.42,247.49,250.26,21319
251.3,252.79,249.68,251.46,16625
251.86,258.04,250.21,258.04,30411
257.5,260,256.42,257.48,35085
257.75,264.99,256.2,264.74,33571
264.57,275,262.08,269.25,67797
270,271.33,266.11,269.01,31109
270.1,281,269.71,280.95,61178
281,287.39,278.61,280.98,63254
280.12,282.24,276.44,279.7,42371
278.56,280,266.01,267.5,59448
263.9,272.89,262.65,271.86,54590
273.3,281.4,272.23,279,47845
278,283.45,272.6,277.67,75390
279.1,279.7,255,255,128981
255,258.25,250.2,256.7,71407
261.01,261.5,242.01,245.8,100046
244.4,251,243.9,250.38,52447
251.89,255,249.11,249.83,40696
250.5,253.28,248.27,250.06,29455
249.3,252,249,251.25,25737
250.55,251.7,245.39,251.35,29293
250.89,253.89,247.21,248,29104
248.69,250.07,245.32,246.89,31856
247.25,248.66,243,245.3,33527
246,247.4,243,243.71,26947
242.86,247.59,242.78,246.8,25417
246.56,259.3,245.7,259,67221
258.8,264.7,250.61,261.03,46355
261.1,265.75,259.06,262,60546
262.2,265.33,261.08,261.15,53710
261.25,264.55,258.82,261.95,30856
262.3,264.8,250.24,250.88,60242
250,255.49,249.5,254.78,33638
255.55,257.68,253.3,254.58,28599
255.1,263.89,255.01,263.87,49390
263,271.9,259.75,271.5,53819
271,280.68,268,278.75,68258
278.92,279.6,275.54,277.25,30904
277.26,282,277.21,278,35995
277.68,279.89,276.31,278.13,27741
281.25,299,278.3,298.52,120518
299,304.81,294.53,302,86247
303.7,304.88,294.2,295.25,66658
293.9,301.94,293.01,298.87,47439
298.85,302.95,295.11,302.63,38342
304.6,313.73,304.6,312.22,65320
313.36,313.53,305.5,308.3,48561
309,309.65,296.16,297.28,51329
294.88,307.39,293.5,304.07,82737
304.25,304.25,298.68,300.12,35660
300.49,300.84,297.59,300,25595
300.2,306.62,300.2,305.06,33119
306,309.15,300.23,302.25,52580
302.8,306.89,300.42,306.67,38445
310,310.55,306.02,307.73,43846
308.5,313.98,305.86,313.75,56836
313.14,314.5,309,310.01,36139
309.9,313.09,307.5,309.1,29930
309.79,315.11,308,314.6,39266
314.99,327.25,314.07,323.95,72535
322.38,327.66,316.5,317.5,44754
318.25,321.53,301.1,303.7,58993
305.1,308.4,290.76,295.88,119291
296.86,309,296.06,309,68841
309.65,313.79,305.82,307.58,61214
308.25,321.99,308.25,320.2,83201
324,325.6,318.12,325.21,48514
326.3,326.3,318.45,322.99,40254
323.1,327,321.53,324.98,35321
318.88,320.2,312.53,315.9,65426
316.7,320.06,315.04,315.5,35353
315.4,315.4,305.28,306.2,56629
305.94,313.94,302.5,312.35,48677
313.1,316.75,309.88,310.37,39609
310.65,314.37,306.8,309.71,35742
310.98,310.98,303.48,303.93,35620
304.5,311,303.99,310.25,42740
311.35,317,307.81,316.83,41111
317.08,325.96,315.58,325.5,66930
325.5,336.28,323.05,335,66819
335.3,342.89,334.68,342.2,85586
341.5,344.88,337.29,340,62083
341,343,335.93,339.65,46331
339.2,348.44,334.21,347.97,57816
346.25,359.5,344.13,353,96682
352.5,361.61,349.75,360.8,81591
360,371.9,360,370.09,77225
371.59,376.87,354.8,357.98,146143
357.1,364.5,350.25,359.1,89688
363.2,377.7,363.2,377.7,100103
378.88,384.25,375.95,379,107383
377.3,377.3,366.49,374.81,88970
378.59,378.76,369.76,370.5,52982
373.36,377.87,367.8,374.7,52937
378,384.7,369.73,372.45,62209
372.2,376.99,368.02,375.8,39946
377,385,373.57,383.25,63605
383.34,386.99,379.34,383.25,53553
384.45,387.25,373.1,377.83,55047
378.23,378.23,362.02,362.76,56415
362.23,371.74,360.01,371.7,53169
374.45,374.5,354.1,360.07,68256
360.42,366.77,356.9,362.14,48261
364,372.9,351.3,351.3,53585
352.9,353.2,325,325,140562
324.2,326.4,306.3,310.99,158618
313.9,318.2,307.38,315.18,119037
318.3,320.5,303.13,316.5,117585
317,328.2,313.5,327.8,96519
329,333.1,324.5,330.52,85624
329,331.6,319.97,323.5,70787
322.5,328.42,321.22,327.71,46622
328.46,328.59,313.45,320.4,81177
320.23,329.13,315.66,328.7,52163
328.7,331.65,323.21,325.15,51280
324.81,330.33,323,330.29,41901
329.91,331.26,325.8,328.75,40059
328.76,343.4,327.58,342.6,72102
343,345.7,334.15,339.44,57710
340.98,345.5,338.12,344,39897
345.6,347.5,326.29,334.98,67053
333.87,339.6,332.51,335.45,39914
343,343.1,321.04,323.4,71541
326.8,327.1,316.13,320.5,70560
321,356.04,311.22,350.01,105672
346.71,350.1,343,347.7,112804
347.81,357.6,343.3,357.28,79074
360,360,352.75,355,51281
354.5,368.58,354.31,363.82,61484
363.12,370,358.12,364.16,57679
363.3,366.66,353.3,353.5,59023
353.17,361.26,350,358,36026
361,367.66,361,364.2,37147
365.15,365.7,359.37,361.96,24512
362.3,366.5,361.02,363.1,26346
363.87,363.9,351.4,351.5,39819
350,354.25,345.01,346.06,43252
347.16,347.8,331.85,336.82,53915
341.69,342.24,337.37,341.56,35890
340.8,353.49,338.12,351.9,39766
352.99,356.66,349.74,353.2,35576
354,355.69,347.3,347.72,28042
347.56,348.4,339.72,343.31,29135
341,349.05,338.44,347.98,31795
349.06,353.48,346.64,353.48,26140
353.6,358.44,352.82,355.2,31688
356,357.59,353.69,355.01,24246
354.65,355.49,345.89,349.9,30673
350.56,352.5,341.56,344.66,32745
346.09,352.48,343.45,350.68,33807
349.64,349.78,342.3,343.43,25887
348,363.99,348,363.51,62528
364.1,368.76,360.4,362.5,47656
362.85,368.07,359.59,366,34169
365,377.96,362.63,373.48,58845
374.69,380.4,372.7,380.33,43594
381,389.61,377.68,384.8,59129
382.2,382.39,373.57,374.32,51770
375.2,378.25,371.07,374.16,40125
373.92,376.83,364.51,366.48,38867
366,369.9,350.55,350.7,66747
350.67,357.47,342.88,345.03,63472
346.2,351.24,340.9,345.4,59730
348.95,351.49,340.5,341.1,48850
341,342.75,335.4,340.7,42070
341.52,344.68,338.6,340.8,41997
343.08,348.1,335.1,336,42449
337,352.14,331.28,351.33,85276
351,358.62,349.23,355.88,68258
354.49,357.44,351.35,355.45,32827
355.46,360.1,352.25,353.8,34972
353.38,354,342.61,345.7,61286
346.29,356.16,345.53,355.75,57142
355.5,357.6,351.15,354.5,36246
353.69,359.78,352,354.95,32985
355.55,358.49,353.68,356.2,28417
353.75,355,347.16,350.75,42464
351.25,356.22,350,355.35,26319
354.4,363,354.13,359.65,39270
357,357.8,348.2,351.24,40397
351.75,354.55,344.34,344.9,39324
349.7,352.25,336.25,338.01,46052
337,342.8,336.16,337.5,36024
337.52,337.95,323.56,326.25,56040
331.5,331.5,323.2,328.29,39930
325,328.34,316.66,320.5,54971
321.11,323.78,317.25,319.1,33455
320.5,333,320.18,333,44762
333.95,334,302.1,304.9,65915
304.5,321.08,292.63,299.44,159914
297.86,306.51,295.13,306.2,71249
306.8,309.39,299.01,302,50141
302.5,306.5,294.51,305.67,42992
305.01,306.89,301.3,304.65,39193
304.31,304.89,296.3,302.1,43272
301.84,308.36,301.84,302.8,37273
304,316.8,298.6,315.8,61762
316.2,316.4,306.9,308.9,46659
308.22,312.49,301.5,311.7,49429
313.25,318.14,311.3,312.56,47159
316.5,327.5,313.15,315.25,113430
315.5,315.5,304.75,308.35,68991
309.2,318.23,308.01,317.6,61174
318.1,318.99,311.84,312.18,41348
313.5,316.41,311,315.02,27533
315.55,317.35,309.51,316.12,37018
316.12,320,313.92,316.84,39697
316.36,318.2,301.23,306.95,67432
307.55,310.7,304.54,308,35733
307,310.32,303,306.45,35076
307.8,309.27,300.61,304.66,48975
304,308,301,303.3,37888
302.94,313.39,300,313.3,52050
313.5,318.64,311,311.25,37651
312,316.98,311.26,315.14,28253
313.6,330.1,313.49,330.1,66619
329.9,341.44,327.6,341.19,72229
340.25,344.22,336.5,339,49757
338.1,347.44,336.9,337.67,47398
338,344,335.76,343.01,57101
344.5,347,337.58,338.9,44868
339.5,341.9,330.3,331.16,53129
333.1,335.1,325.04,329.65,48532
328.86,333.74,327.21,331.65,36306
332,332,324.82,324.86,34072
325.21,325.21,316.58,317.31,34961
317.8,318,310.75,311.05,38152
311.26,315.82,309.54,315.48,35848
314.5,317,310,310.55,30647
312,322.11,310.75,320.55,34293
321.5,325.25,309,310.69,35359
310.24,318.55,305.1,315,79675
315.6,317.24,312,316.75,36459
317.5,337.36,315.39,336.26,80017
336.5,338.8,327.4,332.44,57128
331,337,329,335,30847
334.95,344.81,333.26,338.1,53597
339.94,340.41,333.67,335.3,38477
335.3,345,334.8,339.5,53186
340.3,349,339.75,347,55773
348,352.3,343.74,344.65,44869
345.12,351,342.6,351,38676
350.02,357.83,348.5,351.97,51127
355.2,362.8,351,353.68,44063
353.4,356,343.52,347.55,41841
347.55,349.86,336.4,340.5,54799
341.99,344,335.71,342.85,34922
341.4,350.85,338.28,349,37224
348.25,350.25,342.17,345.78,34610
347.48,356.19,345.19,355.5,45483
355.8,359.66,348.63,350.5,32539
348.7,351.95,340.51,342.6,28413
339,344.47,330,330.5,32999
330.55,336.22,323.13,335.93,39212
334.99,356.67,332.84,343.5,54314
343.44,348.62,313,316,81720
321,323.9,294.76,311.25,105175
315.99,319.12,306.25,315.73,49373
316.92,325.99,312.51,324.5,35571
324.18,326.17,318.52,323,30749
324.6,334.86,322.4,334.5,45964
335,343.12,331.3,335.5,44762
334.61,340.84,331.5,335.1,31570
335.11,339.64,332.65,332.72,25102
332.07,347.44,332,346.55,53903
348,354.99,347.1,351.94,46064
354.3,359,352.35,358,34949
356.84,359.99,350.01,351.1,37266
351,355.24,342.22,344.2,49355
343.3,348.67,330.07,331.5,54939
332,335.22,322.97,335.1,39802
334.22,337.75,329.29,333.95,29668
334.2,336.37,323,323,34307
324.2,332.5,321.74,331.45,39883
332,334.5,322.9,325.6,27634
326.51,328.49,322.37,327.08,42409
328.8,347.21,326.5,344.95,67205
343.29,346.48,336.26,340.25,47425
341.37,341.72,323.93,327.5,62900
327.5,332.85,321.1,324.98,50673
325.46,327.4,319.07,321.55,49399
320.3,320.75,309.67,313.66,59563
314.6,316.25,308.76,311.01,35507
310.95,322.44,309.19,317,47742
315.75,318.82,308,308,35091
308.09,313,300.45,302.25,50240
304.02,309,291.36,304.9,64695
305,307.5,271.11,274.5,105963
273.96,278.9,252.1,254.5,162531
256.21,270.96,248.21,259.5,118538
255,266.13,244.59,252.1,130642
255.2,273.35,253.6,268.2,153616
266.6,288.37,252,288.2,164364
288.9,306.26,287,298,151276
298,309.28,295.5,298.2,109597
299.89,309.5,288.4,291.4,83290
298.4,307.1,293.68,303.3,88831
302.75,308.98,299,301.7,56583
299.78,305,293.68,295,57775
295.2,303.98,295.2,299.7,58108
300,301.5,288.82,290.5,51179
288.7,295.4,282.51,293.76,56498
293.61,300.24,288.16,294.62,53280
293.65,301.01,288.55,298.95,47758
298,299.98,289.61,289.75,44824
290.7,293.3,282.33,284,38644
286.5,287.89,278.46,283,42128
283.5,285.16,277.25,282.79,30028
282.38,287,276.5,286.28,33429
285.5,294.47,281.8,292.5,33207
293.27,298.73,291.81,293.84,31962
293.95,301.15,293.22,301,31080
300.4,311.6,282.22,287.46,66696
289,290.5,275.23,283,133486
284,296.86,279.52,293.25,64813
294.16,305.96,293.25,303.98,66718
303.05,307.75,299,301.8,46452
302,307.01,299.3,305.98,43909
306.85,312.99,303.55,303.55,43802
304.82,308.88,299.08,300.6,34715
305,307,291,291,55466
290,290,280.5,283,73284
283.73,288.81,281.56,286.4,43432
285.79,289.19,283.8,285.55,33670
285.11,285.95,274,276.8,55106
280.5,291.49,279.7,284,73482
285.4,288.5,273.42,275.13,69676
275,279.91,272.48,278.4,45498
279.07,281.11,274.89,278.48,32065
278.5,279.64,275.61,279,28756
279,286.5,276.15,282.5,45594
283,295.01,281.11,291.2,57886
291.01,291.4,282.93,284.5,43630
284.81,292,283.83,292,40061
292.05,299,291.99,295.75,37570
295.5,298,286.74,294,44979
294.1,322.17,293.61,319,148900
318.3,330,313.58,316.8,115873
315.61,324.48,313.5,317.66,64907
317.66,334.66,317.66,333.23,106641
333.57,354.97,333.57,342.62,179194
345,350.08,339,347.98,76836
345.9,358.75,344.99,357,89256
355.75,364.67,351.25,358.5,85374
355.63,373.73,351,367.41,96912
365,370,346.25,351.21,103432
354,364.38,352,362.75,66443
362.6,366.22,346.01,346.01,63218
346,355.21,332,333.25,80317
332.55,338.47,327.5,333.43,53360
332.25,343.55,325.79,342.3,60048
340,350.79,336.76,345.39,67443
347.4,357.02,343.98,350.25,66935
351.7,355.92,342.31,344,52790
357.1,366.7,329.85,336.84,155730
336.85,337,309.3,309.81,99334
311,315,296.22,307.51,142409
309,312.07,302,309,73526
311.9,318.52,308,318.29,59926
319,329.48,316.06,316.9,75784
317.6,321.94,314.14,318.5,39177
320.5,323.43,312.77,316.14,45211
317.6,319.59,309.25,318.4,48919
316.86,317.15,306.25,307.2,64134
308.6,324.74,307,322.35,56126
322.6,325.9,316.25,324.18,46304
322,323.54,314.01,320.5,48638
321.12,323.24,311.7,313.56,41987
309.99,309.99,292.86,304,86550
303.99,307.72,292.54,296.98,76906
297.43,309.62,293,302,57534
303.21,310.7,303.21,307.5,37681
308.5,308.5,295.34,296.99,35027
295,297.02,286.13,290,53306
289.05,299.86,289.05,297.81,40046
299.35,335.75,290,328.99,78013
326.55,350,323.16,349.82,186341
346,355,342.53,347.05,106301
345.85,354.98,339.02,340,68452
341.06,387.46,339.15,377,254035
378.99,382.64,366.52,369.5,186952
367.6,368.8,345.73,358.11,132873
356,362.9,346,352.2,91865
353.1,367.99,349.02,354.59,81128
357.38,359.2,346.7,347,55223
348.69,349.84,332.14,335.6,70501
338.3,344.35,333.82,335.1,44637
333.1,334,303.05,303.05,149435
303.5,308.99,282.29,307.4,135196
308.4,324.79,308.01,318,104059
320.58,323.88,314.67,322.3,49179
322.3,327.32,318.1,320.38,42216
320.39,323.85,319.4,322.19,28192
310,322.44,303.52,318.41,109384
319.6,319.6,311.19,312.5,63238
311.64,312.35,303.5,303.62,60220
303.5,305.7,297.72,302.3,58126
